,CPU Socket,Chipset,Color,CrossFire Support,Form Factor,Half Mini-PCI-Express,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,Part Number,RAID Support,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s
182,LGA1151,Intel H110,Black / White,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M PRO-VD PLUS,False,,4,,False,,,,
183,LGA1151,Intel H110,Black / Orange,False,Micro ATX,,ASRock,32 GB,2 x 284-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-HDS R3.0,False,,4,,False,,,,
184,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 UD / GA-Z390-UD,True,,6,,False,,,,
185,AM4,AMD X370,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,False,,CROSSHAIR VI HERO / ROG Crosshair VI Hero,True,,8,,True,,,,
186,LGA1151,Intel Z170,Black / Red,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3800 / 4000,,,,,1 x 1000 Mbit/s,True,True,,MAXIMUS VIII IMPACT,True,,4,,False,1,,,
187,LGA1151,Intel Z390,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266 / 4400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,ROG MAXIMUS XI HERO,True,,6,,True,,,,
188,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 AORUS ULTRA / GA-Z390-AORUS-ULTRA,True,,6,,True,,,,
189,AM4,AMD B450,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M PRO-M2,True,,4,,False,,,,
190,LGA2066,Intel X299,Black,False,Mini ITX,,ASRock,64 GB,4 x 260-pin SODIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000,,,,,2 x 1000 Mbit/s,True,False,,X299E-ITX/ac,True,,6,,False,,,,
191,AM4,AMD A320,Black / Red,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"A320M GAMING PRO, (or)",True,,4,,False,,,,
192,LGA1151,Intel Z390,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Phantom Gaming 6,True,,6,,True,,,,
193,LGA1150,Intel H81,Black / Gold,False,Mini ITX,,Asus,16 GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H81I-PLUS / H81I-PLUS/CSM,False,2,2,,False,,,,
194,LGA1151,Intel Z270,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z270-WS,True,,6,,4-way SLI,2,,,
195,LGA2066,Intel X299,Black,True,EATX,,MSI,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200,,,,,,True,False,,MEG X299 CREATION,True,,8,,4-way SLI,,,,
196,LGA1151,Intel H110,Black,False,ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,False,,GA-H110-D3A,False,,4,,False,,,,
197,LGA1151,Intel Z390,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MPG Z390 GAMING EDGE AC / Z390 GAMING EDGE AC,True,,6,,True,,,,
198,LGA1151,Intel H310,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M-HDV/M.2,False,,4,,False,,,,
199,LGA1151,Intel H310,Black / Gold,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,TUF H310M-PLUS GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,H310M-PLUS GAMING,False,,4,,False,,,,
200,AM4,AMD X370,Black / Red,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 GAMING PLUS,True,,6,,True,,,,
201,TR4,AMD X399,Black / Silver,True,ATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3333 / 3466 / 3600,,,,,1 x 1000 Mbit/s,True,False,,X399 AORUS PRO,True,,8,,4-way SLI,,,,
202,LGA1155,Intel B75,Black / Blue,False,Micro ATX,,Asus,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B75M-Plus,False,5,1,,False,,,,
203,AM4,AMD X370,Black / Silver,True,EATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3200,,,,ROG CROSSHAIR VI EXTREME,1 x 1000 Mbit/s,True,False,,CROSSHAIR VI EXTREME / ROG CROSSHAIR VI EXTREME,True,,8,,True,,,,
204,AM4,AMD X370,Black / Red,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 GAMING X,True,,6,,True,,,,
205,AM4,AMD B450,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 Pro4,True,,6,,False,,,,
206,TR4,AMD X399,Black / Silver,True,EATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3466 / 3600,,,,,"1 x 10 Gbit/s, 2 x 1000 Mbit/s",True,False,,X399 AORUS XTREME,True,,6,,4-way SLI,,,,
207,LGA1151,Intel Z270,Black / Red,True,EATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133,,,,ROG MAXIMUS IX EXTREME,1 x 1000 Mbit/s,True,Depends on CPU,,MAXIMUS IX EXTREME / ROG MAXIMUS IX EXTREME,True,,8,,True,,,,
208,AM4,AMD X370,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"X370 GAMING PRO CARBON, (or)",True,,6,,True,,,,
209,LGA1151,Intel Z270,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-Z270X-Gaming K5,True,,,3,True,,1,,
210,LGA1151,Intel H310,Black,False,Mini ITX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310I PRO,False,,4,,False,,,,
211,LGA1151,Intel C236,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133,,,,,2 x 1000 Mbit/s,True,True,,P10S WS,True,,8,,False,,,,
212,TR4,AMD X399,Black,True,EATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3333 / 3466 / 3600,,,,,1 x 1000 Mbit/s,True,False,,ROG Strix X399-E Gaming,True,,6,,3-way SLI,1,,,
213,LGA1151,Intel Z390,Black / Orange,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266 / 4400,,,,ROG Maximus XI Hero (Wi-Fi) Call of Duty: Black Ops 4 Edition,1 x 1000 Mbit/s,True,Depends on CPU,,ROG Maximus XI Hero (Wi-Fi) CE / ROG MAXIMUS XI HERO (WI-FI)/CE,True,,6,,True,,,,
214,LGA1151,Intel B150,Black / Orange,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B150M-HDS,False,,4,,False,,,,
215,LGA1151,Intel H110,Black / Gold,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-K,False,,4,,False,,,,
216,LGA1151,Intel Z270,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 3000 / 3200 / 3600 / 3800,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"Z270 PC MATE, (or)",True,,6,,False,,,,
217,AM4,AMD B350,Black / Red,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-AB350-Gaming,True,,6,,False,,,,
218,LGA1151,Intel B360,Black,False,Mini ITX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360I GAMING PRO AC,False,,4,,False,,,,
219,AM4,AMD X370,Black / Red,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME X370-A,True,,6,,False,,,,
220,LGA1151,Intel Z270,Black / Gold,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-Z270P-D3,True,,6,,False,,,,
221,TR4,AMD X399,Black,True,EATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466 / 3600,,,,,"1 x 10 Gbit/s, 1 x 1000 Mbit/s",True,False,,ROG ZENITH EXTREME ALPHA,True,,8,,3-way SLI,,,,
222,LGA1151,Intel H310,Black / Red,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,False,,"H310M GAMING PLUS, (or)",False,,4,,False,,,,
223,FM2+,AMD A68H,Black,False,Micro ATX,,Gigabyte,64 GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,False,Depends on CPU,,GA-F2A68HM-H,True,,4,,False,,,,
224,LGA1151,Intel Z270,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX Z270H / STRIX Z270H GAMING / ROG STRIX Z270H GAMING / 90MB0SS0-M0EAY0,True,,6,,True,,,,
225,AM4,AMD B450,Black / White,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M Steel Legend,True,,4,,False,,,,
226,AM4,AMD X370,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370M-HDV,True,,4,,False,,,,
227,LGA1151,Intel B360,Red / Black,True,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,ROG STRIX B360-G GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX B360-G GAMING / ROG STRIX B360-G GAMING,False,,6,,False,,,,
228,LGA2011-3,Intel X99,Black / Blue,True,ATX,,Supermicro,128 GB,8 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 3300,,,,,2 x 1000 Mbit/s,True,False,,C7X99-OCE-O,True,,10,,4-way SLI,,,,
229,AM4,AMD X370,Black / White,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"X370 KRAIT GAMING, (or)",True,,6,,True,,,,
230,AM4,AMD B450,Black / Silver,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3400 / 3466 / 3600,,,,ROG Strix B450-I Gaming,1 x 1000 Mbit/s,True,Depends on CPU,,Strix B450-I Gaming / ROG Strix B450-I Gaming / 90MB0Z50-M0EAY0,True,,4,,False,,,,
231,LGA775,Intel G41,Multicolor,False,Micro ATX,,Biostar,4 GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,1 x 1000 Mbit/s,False,True,1,G41D3G,False,4,,,False,,,,
232,LGA775,Intel G43,Green / Blue,False,Micro ATX,,Intel,8 GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,DG43RK,1 x 1000 Mbit/s,False,True,1,BOXDG43RK,False,4,,,False,,,,
233,LGA1151,Intel C232,Black / White,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,False,,E3V5 WS,True,,6,,False,,,,
234,LGA1151,Intel C232,Black / Blue,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,2 x 1000 Mbit/s,False,True,,P10S-I,True,,2,,False,,,,
235,LGA1151,Intel B150,Black / White,True,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B150M MORTAR,False,,4,1,False,,,,
236,AM4,AMD B450,Black / Silver,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M PRO4,True,,4,,False,,,,
237,LGA1151,Intel H110,Black / Gold,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-C/CSM,False,,4,,False,,,,
238,LGA1151,Intel Z270,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-Z270X-UD3,True,,4,1,True,,,,
239,LGA1151,Intel B360,Black,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,B360N GSM,False,,4,,False,,,,
240,LGA2066,Intel X299,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,False,,X299 Killer SLI/ac,True,,8,,3-way SLI,,,,
241,AM4,AMD B350,Black / White,False,ATX,,Biostar,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B350GT5,True,,4,,False,,,,
242,LGA1150,Intel B85,,False,Micro ATX,,Asus,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B85M-G,False,2,4,,False,,,,
243,LGA2066,Intel X299,Black / Silver,True,ATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3600 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME X299-A / 90MB0U40-M0EAY0,True,,8,,3-way SLI,,,,
244,AM4,AMD X470,Black / Orange,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3000 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X470 AORUS ULTRA GAMING,True,,6,,True,,,,
245,LGA1155,Intel Z77,Black / Blue,True,ATX,,Asus,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,P8Z77-V PRO,True,4,4,,True,,,,
246,LGA1151,Intel Z370,Black / White,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"Z370 KRAIT GAMING, (or)",True,,6,,True,,,,
247,LGA1151,Intel B250,Black / White,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B250 PC MATE, (or)",False,,6,,False,,,,
248,LGA1151,Intel C236,Green / Blue,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,E3C236D2I,True,,6,,False,,,,
249,AM4,AMD A320,Black / White,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"A320M BAZOOKA, (or)",True,,4,,False,,,,
250,LGA1151,Intel B250,Black / Silver,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B250M-K,False,,6,,False,,,,
251,LGA1151,Intel Z170,Black / Orange,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170 Pro4,True,,2,2,False,,,,
252,LGA1151,Intel Z370,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4333,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370 Extreme4 / 90-MXB5U0-A0UAYZ,True,,8,,True,,,,
253,LGA1151,Intel B360,White,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B360M MORTAR TITANIUM, (or)",False,,4,,False,,,,
254,LGA1151,Intel H270,White / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H270 TOMAHAWK ARCTIC,True,,6,,False,,,,
255,LGA2066,Intel X299,Black / Silver,True,ATX,,MSI,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200 / 4266,,,,,1 x 1000 Mbit/s,True,False,,X299 RAIDER,True,,8,,3-way SLI,1,,,
256,LGA1151,Intel B360,Silver / Black,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B360M-A,False,,6,,False,,,,
257,2 x LGA2011-3 Narrow,Intel C612,Green / Blue,False,SSI EEB,,ASRock,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,"2 x 10 Gbit/s, 1 x 1000 Mbit/s",True,Depends on CPU,,EP2C612D16SM-2T,True,,10,,False,,,,
258,AM4,AMD X470,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,ROG STRIX X470-F Gaming,1 x 1000 Mbit/s,True,Depends on CPU,,Strix X470-F Gaming / ROG Strix X470-F Gaming / 90MB0XH0-M0EAY0,True,,6,,True,,,,
259,LGA1151,Intel H370,Black,False,Mini ITX,,EVGA,32 GB,2 x 288-pin DIMM,DDR4-2400 / 2666,,,,H370 Stinger,1 x 1000 Mbit/s,True,Depends on CPU,,111-CS-E371-KR,True,,4,,False,,,,
260,FM2+,AMD A68H,Brown / Black,False,Micro ATX,,ASRock,32 GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,False,Depends on CPU,,FM2A68M-DG3+,True,,4,,False,,,,
261,FM2+,AMD A68M,Brown / Black,False,Micro ATX,,ASRock,32 GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,FM2A68M-HD+,True,,4,,False,,,,
262,LGA1151,Intel Z370,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z370M-ITX/ac,True,,6,,False,,,,
263,AM4,AMD B350,Black / Yellow,True,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF B350M-PLUS GAMING / 90MB0UU0-M0EAY0,True,,6,,False,,,,
264,AM4,AMD X470,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,ROG Crosshair VII Hero (Wi-Fi),1 x 1000 Mbit/s,True,False,,Crosshair VII Hero (Wi-Fi) / ROG Crosshair VII Hero (Wi-Fi),True,,6,,True,,,,
265,TR4,AMD X399,Black / Silver,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3600,,,,,2 x 1000 Mbit/s,True,False,,X399 Taichi,True,,8,,4-way SLI,1,,,
266,AM4,AMD B350,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B350M PRO-VD PLUS, (or)",True,,4,,False,,,,
267,AM4,AMD B450,Black,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M BAZOOKA V2,True,,4,,False,,,,
268,AM4,AMD A320,Black / White,False,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,A320M Pro4,True,,4,,False,,,,
269,LGA1151,Intel Z170,Black / White,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z170-DELUXE,True,,6,1,True,,,,
270,LGA1151,Intel Z390,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,ROG STRIX Z390-E GAMING / 90MB0YF0-M0EAY1,True,,6,,True,,,,
271,LGA1151,Intel Z170,Black / Orange,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170 Pro4S,True,,2,2,False,,,,
272,AM3+,AMD 970,Brown / Black,True,ATX,,ASRock,64 GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 1866 / 2100,,,,970 Pro3 R2.0,1 x 1000 Mbit/s,True,False,,970 PRO3 R2.0,True,,6,,False,,,,
273,AM4,AMD X370,Black / Orange,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-AX370-Gaming K5 / GA-AX370-Gaming K5 (rev. 1.0),True,,4,2,True,,,,
274,AM4,AMD X370,Black / Red,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-AX370-Gaming,True,,8,,False,,,,
275,TR4,AMD X399,Black / Silver,True,EATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200,,,,,1 x 1000 Mbit/s,True,False,,PRIME X399-A,True,,6,,3-way SLI,1,,,
